Timestamp,City,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3
07-10-2020,Lucknow,Lucknow - Lalbagh,134.0,229.78,93.7,30.59,6.61,,63.04
08-10-2020,Lucknow,Lucknow - Lalbagh,124.27,235.69,82.19,37.52,6.91,,51.48
09-10-2020,Lucknow,Lucknow - Lalbagh,119.68,249.11,55.57,13.46,11.23,,23.47
10-10-2020,Lucknow,Lucknow - Lalbagh,137.2,313.31,45.76,19.42,12.15,,38.32
11-10-2020,Lucknow,Lucknow - Lalbagh,104.42,186.37,37.12,23.34,4.09,,50.48
12-10-2020,Lucknow,Lucknow - Lalbagh,97.4,203.42,32.39,23.23,4.65,,78.53
13-10-2020,Lucknow,Lucknow - Lalbagh,84.18,216.83,24.51,52.15,15.45,,45.85
14-10-2020,Lucknow,Lucknow - Lalbagh,93.28,193.44,41.82,44.03,5.78,,61.26
15-10-2020,Lucknow,Lucknow - Lalbagh,98.25,200.57,77.29,34.39,4.24,0.0,45.27
16-10-2020,Lucknow,Lucknow - Lalbagh,122.04,217.48,51.69,35.04,3.0,,59.59
17-10-2020,Lucknow,Lucknow - Lalbagh,134.52,247.25,59.92,35.05,3.06,,49.35
18-10-2020,Lucknow,Lucknow - Lalbagh,158.88,258.28,63.33,35.19,3.24,,52.46
19-10-2020,Lucknow,Lucknow - Lalbagh,150.96,244.45,64.29,35.31,3.01,,51.94
20-10-2020,Lucknow,Lucknow - Lalbagh,151.37,165.93,62.05,34.95,3.09,1.21,60.59
21-10-2020,Lucknow,Lucknow - Lalbagh,156.66,185.88,77.13,35.05,4.84,1.06,49.16
22-10-2020,Lucknow,Lucknow - Lalbagh,136.37,199.0,60.48,35.48,2.69,0.88,47.68
23-10-2020,Lucknow,Lucknow - Lalbagh,200.01,236.22,83.03,35.26,2.52,0.88,27.72
24-10-2020,Lucknow,Lucknow - Lalbagh,153.26,347.33,85.46,36.87,2.66,0.89,40.6
25-10-2020,Lucknow,Lucknow - Lalbagh,191.99,463.18,34.81,34.97,4.22,0.87,51.32
26-10-2020,Lucknow,Lucknow - Lalbagh,216.23,399.53,46.02,36.09,3.88,0.88,47.05
27-10-2020,Lucknow,Lucknow - Lalbagh,199.18,364.81,37.64,33.6,4.04,0.89,38.78
28-10-2020,Lucknow,Lucknow - Lalbagh,172.48,334.47,47.76,33.42,4.17,0.89,36.55
29-10-2020,Lucknow,Lucknow - Lalbagh,166.47,369.78,60.19,33.86,3.89,0.9,21.53
30-10-2020,Lucknow,Lucknow - Lalbagh,119.52,324.62,64.07,33.37,4.35,0.86,30.42
31-10-2020,Lucknow,Lucknow - Lalbagh,131.67,341.03,64.39,33.85,3.35,0.89,31.68
01-11-2020,Lucknow,Lucknow - Lalbagh,210.42,453.01,54.9,33.62,2.75,0.89,47.27
02-11-2020,Lucknow,Lucknow - Lalbagh,217.51,441.06,71.19,33.45,2.82,0.86,44.84
03-11-2020,Lucknow,Lucknow - Lalbagh,223.78,414.88,80.5,33.47,5.86,0.89,77.31
04-11-2020,Lucknow,Lucknow - Lalbagh,183.53,399.56,90.63,33.61,8.89,0.88,43.1
05-11-2020,Lucknow,Lucknow - Lalbagh,267.99,595.21,81.39,38.08,1.09,1.23,55.02
06-11-2020,Lucknow,Lucknow - Lalbagh,313.0,669.77,83.65,38.39,2.68,1.82,55.17
07-11-2020,Lucknow,Lucknow - Lalbagh,230.5,475.65,75.09,38.44,3.4,1.81,37.8
08-11-2020,Lucknow,Lucknow - Lalbagh,255.29,470.48,57.94,38.45,7.41,1.81,50.79
09-11-2020,Lucknow,Lucknow - Lalbagh,248.46,478.9,72.27,38.39,8.26,1.82,53.01
10-11-2020,Lucknow,Lucknow - Lalbagh,192.88,401.57,48.77,38.45,8.26,1.81,27.34
11-11-2020,Lucknow,Lucknow - Lalbagh,151.53,358.67,52.18,38.44,5.38,1.8,49.63
12-11-2020,Lucknow,Lucknow - Lalbagh,147.51,299.18,50.83,38.53,7.14,1.81,66.71
13-11-2020,Lucknow,Lucknow - Lalbagh,173.46,359.73,55.15,38.46,7.44,2.09,46.43
14-11-2020,Lucknow,Lucknow - Lalbagh,194.67,316.07,42.37,44.8,10.68,3.28,40.39
15-11-2020,Lucknow,Lucknow - Lalbagh,388.83,451.78,56.28,45.14,22.66,1.17,51.65
16-11-2020,Lucknow,Lucknow - Lalbagh,86.94,172.89,23.1,44.97,35.29,0.5,53.7
17-11-2020,Lucknow,Lucknow - Lalbagh,76.91,151.85,27.87,44.05,29.62,0.71,41.86
18-11-2020,Lucknow,Lucknow - Lalbagh,94.07,140.72,38.85,45.28,4.87,0.73,31.52
19-11-2020,Lucknow,Lucknow - Lalbagh,122.37,171.37,40.81,44.89,6.69,0.61,25.46
20-11-2020,Lucknow,Lucknow - Lalbagh,118.36,170.16,38.46,44.99,5.75,0.52,71.08
21-11-2020,Lucknow,Lucknow - Lalbagh,126.51,194.55,52.54,44.86,8.56,0.65,71.71
22-11-2020,Lucknow,Lucknow - Lalbagh,120.82,189.91,64.36,45.31,5.85,0.52,60.79
23-11-2020,Lucknow,Lucknow - Lalbagh,226.47,317.61,79.55,44.85,6.83,1.61,57.41
24-11-2020,Lucknow,Lucknow - Lalbagh,216.8,297.13,71.18,44.87,5.78,1.02,35.59
25-11-2020,Lucknow,Lucknow - Lalbagh,233.49,295.95,94.18,44.93,3.19,0.72,23.44
26-11-2020,Lucknow,Lucknow - Lalbagh,236.76,305.94,109.34,44.85,3.74,1.17,27.64
27-11-2020,Lucknow,Lucknow - Lalbagh,174.99,273.81,85.56,45.08,8.34,1.42,28.47
28-11-2020,Lucknow,Lucknow - Lalbagh,134.52,216.1,88.76,44.82,9.82,0.89,32.59
29-11-2020,Lucknow,Lucknow - Lalbagh,147.88,184.71,91.08,45.69,8.03,0.76,34.76
30-11-2020,Lucknow,Lucknow - Lalbagh,158.68,280.47,104.21,43.48,8.89,0.82,35.63
01-12-2020,Lucknow,Lucknow - Lalbagh,214.22,411.78,103.01,43.9,6.12,2.03,32.4
02-12-2020,Lucknow,Lucknow - Lalbagh,292.31,482.87,110.0,47.22,5.88,1.74,34.34
03-12-2020,Lucknow,Lucknow - Lalbagh,303.5,426.68,97.45,45.37,6.63,1.8,28.08
04-12-2020,Lucknow,Lucknow - Lalbagh,304.0,428.13,119.43,45.63,6.2,2.37,32.23
05-12-2020,Lucknow,Lucknow - Lalbagh,297.91,416.87,98.26,40.44,8.75,1.88,30.09
06-12-2020,Lucknow,Lucknow - Lalbagh,224.99,323.3,103.17,66.68,3.49,2.5,32.92
07-12-2020,Lucknow,Lucknow - Lalbagh,280.04,379.75,95.77,45.04,3.83,1.43,35.53
08-12-2020,Lucknow,Lucknow - Lalbagh,269.99,385.93,103.56,44.88,4.25,0.95,34.77
09-12-2020,Lucknow,Lucknow - Lalbagh,251.52,403.14,83.47,38.25,4.54,1.03,33.64
10-12-2020,Lucknow,Lucknow - Lalbagh,157.5,236.75,63.46,62.46,7.18,1.58,34.24
11-12-2020,Lucknow,Lucknow - Lalbagh,161.15,230.2,49.83,60.7,5.33,0.93,34.18
12-12-2020,Lucknow,Lucknow - Lalbagh,172.71,252.2,58.03,56.75,6.27,1.94,34.24
13-12-2020,Lucknow,Lucknow - Lalbagh,109.65,171.78,41.97,49.01,6.45,1.93,34.01
14-12-2020,Lucknow,Lucknow - Lalbagh,113.31,177.66,46.97,38.91,6.67,1.63,35.77
15-12-2020,Lucknow,Lucknow - Lalbagh,152.44,259.47,67.81,36.47,7.39,1.24,31.03
16-12-2020,Lucknow,Lucknow - Lalbagh,135.54,233.29,69.88,55.66,5.79,1.68,30.84
17-12-2020,Lucknow,Lucknow - Lalbagh,97.16,192.64,81.77,36.69,8.66,0.73,32.58
18-12-2020,Lucknow,Lucknow - Lalbagh,147.26,246.18,91.46,39.76,5.0,0.87,30.36
19-12-2020,Lucknow,Lucknow - Lalbagh,231.63,326.03,90.75,44.27,2.33,0.89,26.7
20-12-2020,Lucknow,Lucknow - Lalbagh,272.84,378.89,87.75,42.83,2.95,1.28,24.58
21-12-2020,Lucknow,Lucknow - Lalbagh,291.35,358.76,93.1,32.68,4.95,1.78,23.11
22-12-2020,Lucknow,Lucknow - Lalbagh,325.8,470.95,93.4,42.35,3.6,1.53,17.39
23-12-2020,Lucknow,Lucknow - Lalbagh,305.79,480.2,106.39,58.48,8.52,2.67,22.8
24-12-2020,Lucknow,Lucknow - Lalbagh,344.49,501.31,97.43,65.42,7.37,1.39,24.81
25-12-2020,Lucknow,Lucknow - Lalbagh,178.54,284.92,92.25,65.18,11.79,1.8,25.92
26-12-2020,Lucknow,Lucknow - Lalbagh,167.72,266.47,96.79,53.49,12.44,2.25,29.55
27-12-2020,Lucknow,Lucknow - Lalbagh,238.93,370.68,114.96,53.27,8.73,2.01,27.39
28-12-2020,Lucknow,Lucknow - Lalbagh,208.37,314.2,108.67,66.56,9.8,1.61,28.26
29-12-2020,Lucknow,Lucknow - Lalbagh,179.79,286.46,88.88,62.97,13.26,2.17,24.72
30-12-2020,Lucknow,Lucknow - Lalbagh,149.52,290.99,108.95,54.02,10.66,1.26,31.09
31-12-2020,Lucknow,Lucknow - Lalbagh,177.24,263.52,106.37,48.09,7.24,1.04,34.36
01-01-2021,Lucknow,Lucknow - Lalbagh,265.2,378.7,116.17,44.02,6.31,0.84,33.23
02-01-2021,Lucknow,Lucknow - Lalbagh,355.91,417.95,99.72,54.35,7.29,0.23,23.43
03-01-2021,Lucknow,Lucknow - Lalbagh,318.65,448.53,79.47,85.84,4.4,2.27,18.22
04-01-2021,Lucknow,Lucknow - Lalbagh,251.98,434.89,72.74,109.82,4.03,2.18,19.45
05-01-2021,Lucknow,Lucknow - Lalbagh,240.45,411.3,71.88,107.01,5.06,1.63,25.96
06-01-2021,Lucknow,Lucknow - Lalbagh,186.78,343.94,55.86,115.12,4.08,1.46,19.16
07-01-2021,Lucknow,Lucknow - Lalbagh,92.42,190.09,31.7,95.39,8.15,1.1,28.57
08-01-2021,Lucknow,Lucknow - Lalbagh,118.02,208.5,28.67,81.78,6.96,3.59,33.97
09-01-2021,Lucknow,Lucknow - Lalbagh,136.09,255.1,38.87,67.45,9.6,3.25,38.23
10-01-2021,Lucknow,Lucknow - Lalbagh,118.42,229.3,25.98,75.28,7.88,2.37,42.29
11-01-2021,Lucknow,Lucknow - Lalbagh,109.37,202.35,32.95,58.65,7.23,1.59,39.86
12-01-2021,Lucknow,Lucknow - Lalbagh,150.01,257.95,37.32,52.67,5.21,1.34,39.61
13-01-2021,Lucknow,Lucknow - Lalbagh,183.32,326.08,47.04,54.02,5.07,1.24,38.61
14-01-2021,Lucknow,Lucknow - Lalbagh,183.8,305.38,38.75,57.93,4.1,1.05,35.01
15-01-2021,Lucknow,Lucknow - Lalbagh,237.48,384.58,53.07,72.06,3.29,1.43,39.17
16-01-2021,Lucknow,Lucknow - Lalbagh,190.96,330.41,59.8,75.19,5.95,1.28,37.61
17-01-2021,Lucknow,Lucknow - Lalbagh,190.3,318.29,30.48,68.45,8.45,1.49,34.74
18-01-2021,Lucknow,Lucknow - Lalbagh,255.79,423.04,49.19,65.03,5.6,1.46,33.27
19-01-2021,Lucknow,Lucknow - Lalbagh,276.55,475.65,51.27,75.55,4.79,1.1,33.77
20-01-2021,Lucknow,Lucknow - Lalbagh,163.75,265.7,43.64,34.14,9.03,1.11,34.37
21-01-2021,Lucknow,Lucknow - Lalbagh,128.74,201.44,37.55,28.6,10.34,1.13,34.8
22-01-2021,Lucknow,Lucknow - Lalbagh,155.59,235.21,36.26,55.34,9.33,0.99,36.09
23-01-2021,Lucknow,Lucknow - Lalbagh,152.87,199.08,34.11,42.07,10.17,1.51,30.1
24-01-2021,Lucknow,Lucknow - Lalbagh,166.04,234.05,41.64,54.13,9.47,0.92,30.73
25-01-2021,Lucknow,Lucknow - Lalbagh,172.25,221.14,35.15,44.44,9.95,1.57,26.64
26-01-2021,Lucknow,Lucknow - Lalbagh,146.06,200.12,39.76,45.2,11.99,1.45,25.46
27-01-2021,Lucknow,Lucknow - Lalbagh,205.36,308.36,57.57,38.84,8.85,1.14,26.68
28-01-2021,Lucknow,Lucknow - Lalbagh,221.4,357.51,55.56,53.49,9.17,2.85,27.56
29-01-2021,Lucknow,Lucknow - Lalbagh,139.43,199.66,35.01,47.6,10.73,3.68,24.99
30-01-2021,Lucknow,Lucknow - Lalbagh,178.67,264.83,51.44,47.65,10.96,3.79,14.27
31-01-2021,Lucknow,Lucknow - Lalbagh,258.79,353.35,64.22,47.13,8.67,2.19,7.75
01-02-2021,Lucknow,Lucknow - Lalbagh,200.36,328.19,70.86,61.27,14.31,4.23,11.57
02-02-2021,Lucknow,Lucknow - Lalbagh,218.33,340.94,78.07,60.39,8.78,1.76,7.49
03-02-2021,Lucknow,Lucknow - Lalbagh,164.42,241.37,67.95,63.25,7.48,2.77,8.7
04-02-2021,Lucknow,Lucknow - Lalbagh,145.2,239.48,64.09,70.15,7.61,0.95,13.05
05-02-2021,Lucknow,Lucknow - Lalbagh,101.67,150.0,49.57,101.53,9.57,1.83,21.61
06-02-2021,Lucknow,Lucknow - Lalbagh,83.71,146.36,46.9,74.93,7.86,1.75,22.86
07-02-2021,Lucknow,Lucknow - Lalbagh,97.76,167.1,51.39,62.76,6.87,1.56,23.49
08-02-2021,Lucknow,Lucknow - Lalbagh,137.16,165.91,50.79,64.11,1.17,1.78,22.12
09-02-2021,Lucknow,Lucknow - Lalbagh,149.85,280.5,79.01,76.17,11.96,1.83,24.45
10-02-2021,Lucknow,Lucknow - Lalbagh,193.06,316.08,84.74,87.75,5.53,1.38,27.19
11-02-2021,Lucknow,Lucknow - Lalbagh,174.35,287.53,81.13,84.12,5.76,1.76,18.52
12-02-2021,Lucknow,Lucknow - Lalbagh,160.69,259.23,84.18,80.24,6.49,1.68,26.8
13-02-2021,Lucknow,Lucknow - Lalbagh,160.16,280.75,90.1,76.72,5.08,2.0,25.2
14-02-2021,Lucknow,Lucknow - Lalbagh,202.92,314.42,86.73,75.73,6.15,1.77,32.17
15-02-2021,Lucknow,Lucknow - Lalbagh,151.77,243.71,112.23,75.89,5.77,1.9,30.1
16-02-2021,Lucknow,Lucknow - Lalbagh,156.79,268.44,117.75,71.35,5.57,1.72,32.51
17-02-2021,Lucknow,Lucknow - Lalbagh,103.39,214.11,91.38,73.26,6.09,1.54,29.66
18-02-2021,Lucknow,Lucknow - Lalbagh,135.27,236.12,104.3,83.26,7.39,1.3,34.39
19-02-2021,Lucknow,Lucknow - Lalbagh,145.98,252.98,96.28,77.83,10.51,2.41,52.55
20-02-2021,Lucknow,Lucknow - Lalbagh,149.12,244.19,102.04,81.94,10.13,2.24,53.06
21-02-2021,Lucknow,Lucknow - Lalbagh,118.6,209.12,73.65,72.16,8.35,1.67,50.97
22-02-2021,Lucknow,Lucknow - Lalbagh,131.84,216.61,84.25,73.06,9.41,1.66,66.71
23-02-2021,Lucknow,Lucknow - Lalbagh,132.73,227.69,90.37,83.77,9.86,1.86,59.03
24-02-2021,Lucknow,Lucknow - Lalbagh,97.2,211.55,117.17,71.65,9.95,1.37,40.56
25-02-2021,Lucknow,Lucknow - Lalbagh,99.04,203.95,114.47,74.63,8.86,1.06,26.18
26-02-2021,Lucknow,Lucknow - Lalbagh,84.2,216.72,95.51,71.17,10.45,1.37,17.8
27-02-2021,Lucknow,Lucknow - Lalbagh,97.13,206.1,99.62,71.59,13.26,1.25,32.93
28-02-2021,Lucknow,Lucknow - Lalbagh,88.38,170.22,76.66,62.6,13.53,1.35,50.16
01-03-2021,Lucknow,Lucknow - Lalbagh,87.72,171.43,88.11,50.98,15.01,1.21,52.14
02-03-2021,Lucknow,Lucknow - Lalbagh,78.45,173.04,72.62,45.58,15.04,0.94,46.18
03-03-2021,Lucknow,Lucknow - Lalbagh,80.37,184.43,97.57,52.52,8.55,1.47,43.1
04-03-2021,Lucknow,Lucknow - Lalbagh,106.04,215.84,166.89,64.74,9.41,0.89,42.29
05-03-2021,Lucknow,Lucknow - Lalbagh,95.97,194.09,196.77,65.83,6.7,1.22,38.01
06-03-2021,Lucknow,Lucknow - Lalbagh,83.41,178.45,71.71,59.41,12.07,1.01,45.02
07-03-2021,Lucknow,Lucknow - Lalbagh,74.38,210.02,81.18,67.47,9.67,1.19,49.98
08-03-2021,Lucknow,Lucknow - Lalbagh,76.75,218.78,42.38,83.65,7.3,1.06,43.23
09-03-2021,Lucknow,Lucknow - Lalbagh,111.12,240.47,34.73,102.73,7.57,1.65,51.92
10-03-2021,Lucknow,Lucknow - Lalbagh,158.57,284.26,38.46,108.12,4.1,1.05,44.48
11-03-2021,Lucknow,Lucknow - Lalbagh,140.16,257.63,34.59,97.52,6.66,1.28,35.38
12-03-2021,Lucknow,Lucknow - Lalbagh,124.83,232.68,43.13,90.65,10.02,0.89,49.24
13-03-2021,Lucknow,Lucknow - Lalbagh,71.94,130.33,46.12,81.42,13.34,1.13,38.93
14-03-2021,Lucknow,Lucknow - Lalbagh,77.7,141.23,39.01,78.03,12.59,1.09,53.97
15-03-2021,Lucknow,Lucknow - Lalbagh,93.86,182.83,44.93,69.38,13.31,0.9,53.96
16-03-2021,Lucknow,Lucknow - Lalbagh,120.03,290.64,38.54,74.64,13.99,1.21,43.6
17-03-2021,Lucknow,Lucknow - Lalbagh,153.16,362.21,49.81,58.26,11.18,1.44,51.89
18-03-2021,Lucknow,Lucknow - Lalbagh,185.22,321.52,63.08,64.34,9.62,1.43,56.01
19-03-2021,Lucknow,Lucknow - Lalbagh,162.22,277.94,40.23,70.04,10.07,2.08,52.16
20-03-2021,Lucknow,Lucknow - Lalbagh,102.62,202.92,27.68,66.6,11.93,1.35,51.67
21-03-2021,Lucknow,Lucknow - Lalbagh,116.29,194.11,26.5,58.78,9.91,1.67,51.75
22-03-2021,Lucknow,Lucknow - Lalbagh,119.77,227.31,20.79,62.01,12.93,1.74,51.62
23-03-2021,Lucknow,Lucknow - Lalbagh,70.59,165.59,14.11,55.71,14.42,1.49,49.78
24-03-2021,Lucknow,Lucknow - Lalbagh,62.12,143.27,13.5,50.57,8.96,1.2,53.81
25-03-2021,Lucknow,Lucknow - Lalbagh,80.25,153.02,16.12,49.18,9.13,1.16,50.81
26-03-2021,Lucknow,Lucknow - Lalbagh,65.74,144.68,19.55,44.85,8.55,1.32,55.4
27-03-2021,Lucknow,Lucknow - Lalbagh,100.77,199.49,24.46,40.62,7.97,1.3,60.28
28-03-2021,Lucknow,Lucknow - Lalbagh,77.74,211.6,23.06,44.0,8.98,0.99,58.28
29-03-2021,Lucknow,Lucknow - Lalbagh,37.66,215.96,18.04,48.23,7.27,1.53,57.67
30-03-2021,Lucknow,Lucknow - Lalbagh,79.37,250.81,17.35,51.61,8.62,1.37,51.87
31-03-2021,Lucknow,Lucknow - Lalbagh,91.16,212.02,12.45,37.57,7.2,1.16,49.66
01-04-2021,Lucknow,Lucknow - Lalbagh,72.3,170.03,15.0,27.24,7.22,0.77,50.89
02-04-2021,Lucknow,Lucknow - Lalbagh,91.44,167.23,14.99,27.46,7.21,0.82,46.84
03-04-2021,Lucknow,Lucknow - Lalbagh,60.19,146.17,23.38,28.28,7.23,0.44,51.19
04-04-2021,Lucknow,Lucknow - Lalbagh,71.4,159.13,21.67,32.11,7.22,0.43,48.87
05-04-2021,Lucknow,Lucknow - Lalbagh,90.25,193.98,20.84,35.57,7.2,0.57,50.03
06-04-2021,Lucknow,Lucknow - Lalbagh,96.96,234.77,19.42,48.99,7.21,0.91,55.37
07-04-2021,Lucknow,Lucknow - Lalbagh,119.75,238.37,31.79,48.37,7.18,1.58,49.41
08-04-2021,Lucknow,Lucknow - Lalbagh,128.11,248.25,45.66,55.47,7.21,0.65,51.64
09-04-2021,Lucknow,Lucknow - Lalbagh,81.45,173.41,68.09,31.81,7.21,1.14,50.79
10-04-2021,Lucknow,Lucknow - Lalbagh,63.58,144.08,37.05,26.14,7.22,0.71,49.72
11-04-2021,Lucknow,Lucknow - Lalbagh,75.65,151.32,39.93,27.58,7.22,0.8,49.1
12-04-2021,Lucknow,Lucknow - Lalbagh,78.45,159.45,36.59,38.31,7.22,0.85,48.94
13-04-2021,Lucknow,Lucknow - Lalbagh,85.15,186.78,36.03,43.48,6.04,0.92,49.34
14-04-2021,Lucknow,Lucknow - Lalbagh,58.19,177.07,46.6,42.8,6.4,0.6,50.17
15-04-2021,Lucknow,Lucknow - Lalbagh,96.52,194.33,42.6,42.03,7.04,0.9,50.76
16-04-2021,Lucknow,Lucknow - Lalbagh,104.28,209.07,57.93,53.36,7.65,0.82,28.95
17-04-2021,Lucknow,Lucknow - Lalbagh,89.84,212.35,35.23,44.96,6.04,0.85,29.95
18-04-2021,Lucknow,Lucknow - Lalbagh,75.41,127.27,26.11,44.97,6.81,0.87,28.5
19-04-2021,Lucknow,Lucknow - Lalbagh,100.62,159.9,35.11,44.88,6.21,0.9,46.29
20-04-2021,Lucknow,Lucknow - Lalbagh,104.71,149.9,45.25,44.89,5.49,0.76,54.37
21-04-2021,Lucknow,Lucknow - Lalbagh,115.04,172.25,31.75,44.89,5.69,0.46,54.61
22-04-2021,Lucknow,Lucknow - Lalbagh,46.42,97.04,35.91,44.9,7.18,1.14,51.42
23-04-2021,Lucknow,Lucknow - Lalbagh,65.44,103.28,48.13,44.83,5.74,0.87,52.28
24-04-2021,Lucknow,Lucknow - Lalbagh,59.87,102.63,30.77,44.89,7.07,1.08,54.94
25-04-2021,Lucknow,Lucknow - Lalbagh,58.6,96.04,31.8,44.86,7.05,0.47,56.58
26-04-2021,Lucknow,Lucknow - Lalbagh,80.72,135.77,46.88,44.0,7.23,0.8,57.19
27-04-2021,Lucknow,Lucknow - Lalbagh,94.64,166.4,66.3,44.88,8.08,0.94,57.88
28-04-2021,Lucknow,Lucknow - Lalbagh,109.59,192.42,49.01,44.84,7.33,0.93,60.59
29-04-2021,Lucknow,Lucknow - Lalbagh,123.63,231.7,48.89,44.86,6.06,1.25,52.73
30-04-2021,Lucknow,Lucknow - Lalbagh,95.19,188.06,34.43,44.89,9.47,1.05,57.25
01-05-2021,Lucknow,Lucknow - Lalbagh,93.56,174.84,34.55,45.0,12.74,1.21,52.18
02-05-2021,Lucknow,Lucknow - Lalbagh,65.35,147.9,21.07,44.96,12.58,0.99,42.43
03-05-2021,Lucknow,Lucknow - Lalbagh,53.61,107.78,24.84,44.91,9.37,1.34,44.69
04-05-2021,Lucknow,Lucknow - Lalbagh,57.63,118.87,21.64,44.92,8.53,0.7,43.1
05-05-2021,Lucknow,Lucknow - Lalbagh,54.34,136.88,18.96,44.93,11.64,0.71,45.46
06-05-2021,Lucknow,Lucknow - Lalbagh,54.42,122.98,22.07,44.89,10.88,1.21,43.91
07-05-2021,Lucknow,Lucknow - Lalbagh,41.59,104.59,17.39,44.92,7.21,0.72,43.95
08-05-2021,Lucknow,Lucknow - Lalbagh,51.6,101.98,24.42,44.94,11.07,1.23,47.17
09-05-2021,Lucknow,Lucknow - Lalbagh,61.19,123.54,18.87,44.84,8.14,1.15,44.69
10-05-2021,Lucknow,Lucknow - Lalbagh,43.28,112.51,18.56,44.98,7.67,0.73,45.79
11-05-2021,Lucknow,Lucknow - Lalbagh,54.43,123.8,23.4,44.47,11.47,0.82,45.8
12-05-2021,Lucknow,Lucknow - Lalbagh,65.19,154.91,25.38,45.17,14.52,1.13,45.89
13-05-2021,Lucknow,Lucknow - Lalbagh,18.47,46.71,18.21,44.91,8.6,0.79,43.5
14-05-2021,Lucknow,Lucknow - Lalbagh,35.1,68.66,25.7,44.88,8.84,1.36,41.33
15-05-2021,Lucknow,Lucknow - Lalbagh,47.63,98.51,31.96,44.83,10.96,1.35,42.31
16-05-2021,Lucknow,Lucknow - Lalbagh,57.68,113.8,30.15,44.83,12.65,1.46,45.24
17-05-2021,Lucknow,Lucknow - Lalbagh,86.03,176.58,32.48,44.93,14.13,1.16,51.27
18-05-2021,Lucknow,Lucknow - Lalbagh,44.06,90.59,15.35,44.87,10.22,0.87,57.94
19-05-2021,Lucknow,Lucknow - Lalbagh,33.25,67.04,13.44,44.88,12.42,1.01,56.85
20-05-2021,Lucknow,Lucknow - Lalbagh,16.28,35.44,7.25,44.29,9.92,0.97,54.22
21-05-2021,Lucknow,Lucknow - Lalbagh,17.57,39.05,13.91,45.0,11.63,1.09,56.43
22-05-2021,Lucknow,Lucknow - Lalbagh,28.8,75.09,12.29,44.86,12.33,1.07,51.77
23-05-2021,Lucknow,Lucknow - Lalbagh,48.46,92.8,9.36,45.59,7.76,1.41,55.73
24-05-2021,Lucknow,Lucknow - Lalbagh,117.35,240.37,10.13,43.31,10.99,1.36,54.72
25-05-2021,Lucknow,Lucknow - Lalbagh,58.98,121.39,9.58,45.96,10.57,1.44,50.86
26-05-2021,Lucknow,Lucknow - Lalbagh,32.51,67.64,7.33,44.9,11.18,1.25,53.03
27-05-2021,Lucknow,Lucknow - Lalbagh,31.11,73.98,6.36,44.9,9.61,1.34,52.9
28-05-2021,Lucknow,Lucknow - Lalbagh,7.75,35.12,2.19,44.96,9.35,1.28,47.6
29-05-2021,Lucknow,Lucknow - Lalbagh,6.38,26.11,3.13,44.94,10.69,1.35,49.59
30-05-2021,Lucknow,Lucknow - Lalbagh,28.34,56.54,3.39,44.96,10.68,1.4,50.28
31-05-2021,Lucknow,Lucknow - Lalbagh,52.47,95.1,8.72,45.04,14.14,2.45,47.0
01-06-2021,Lucknow,Lucknow - Lalbagh,31.81,90.55,25.65,44.95,17.08,1.86,44.06
02-06-2021,Lucknow,Lucknow - Lalbagh,44.83,97.0,18.32,44.91,9.28,1.56,46.8
03-06-2021,Lucknow,Lucknow - Lalbagh,51.88,93.94,19.61,44.84,6.51,1.64,43.97
04-06-2021,Lucknow,Lucknow - Lalbagh,63.53,106.64,23.78,44.9,7.21,1.32,42.98
05-06-2021,Lucknow,Lucknow - Lalbagh,43.82,80.82,22.57,44.85,6.48,1.32,45.51
06-06-2021,Lucknow,Lucknow - Lalbagh,43.87,88.17,22.51,44.96,8.47,1.32,44.87
07-06-2021,Lucknow,Lucknow - Lalbagh,73.18,141.67,28.91,44.36,13.55,1.31,45.62
08-06-2021,Lucknow,Lucknow - Lalbagh,67.17,141.11,28.44,44.46,13.13,1.33,44.51
09-06-2021,Lucknow,Lucknow - Lalbagh,56.81,122.33,27.5,46.76,15.13,1.3,45.02
10-06-2021,Lucknow,Lucknow - Lalbagh,29.74,65.17,21.51,45.43,11.36,1.62,40.02
11-06-2021,Lucknow,Lucknow - Lalbagh,58.1,96.03,10.26,45.32,10.17,1.16,45.34
12-06-2021,Lucknow,Lucknow - Lalbagh,22.13,55.21,16.11,44.9,16.0,1.65,45.11
13-06-2021,Lucknow,Lucknow - Lalbagh,10.87,32.15,9.95,44.87,7.53,1.34,41.1
14-06-2021,Lucknow,Lucknow - Lalbagh,5.95,23.39,7.09,45.0,10.7,1.44,44.05
15-06-2021,Lucknow,Lucknow - Lalbagh,10.35,37.97,7.27,44.81,13.81,1.54,41.07
16-06-2021,Lucknow,Lucknow - Lalbagh,26.31,71.56,8.48,44.87,7.73,2.42,41.38
17-06-2021,Lucknow,Lucknow - Lalbagh,15.74,52.39,7.13,44.86,3.87,1.03,49.19
18-06-2021,Lucknow,Lucknow - Lalbagh,15.22,39.7,6.62,44.87,5.23,1.14,46.23
19-06-2021,Lucknow,Lucknow - Lalbagh,13.09,30.27,5.81,44.88,2.96,1.0,45.35
20-06-2021,Lucknow,Lucknow - Lalbagh,12.86,37.97,5.73,44.79,1.69,1.0,41.09
21-06-2021,Lucknow,Lucknow - Lalbagh,23.04,59.74,6.42,44.94,2.5,2.69,38.37
22-06-2021,Lucknow,Lucknow - Lalbagh,34.54,79.18,7.05,44.83,3.64,1.08,42.62
